window_start_s,window_end_s,n_beats,mean_rr,sdnn,rmssd,nn50,pnn50,mean_hr,min_hr,max_hr,vlf_power,lf_power,hf_power,total_power,lf_nu,hf_nu,lf_hf_ratio,sd1,sd2,sd1_sd2_ratio,csi,cvi,sample_entropy
0.9111111111111111,300.9111111111111,392,719.083,22.318,22.064,7,1.79,83.52,77.7,89.26,7.704744,10.52277,346.492746,434.117114,2.947,97.053,0.0304,15.622,27.426,0.5696,1.7556,2.6319,2.0083240494442225
60.91111111111111,360.9111111111111,396,718.406,22.378,22.18,7,1.772,83.6,77.7,89.26,8.341584,9.540605,350.013099,438.323929,2.653,97.347,0.0273,15.704,27.475,0.5716,1.7496,2.635,1.9828147059907641
120.91111111111111,420.9111111111111,397,719.067,22.478,22.147,5,1.263,83.52,77.42,89.26,8.288393,8.076955,348.714358,434.496509,2.264,97.736,0.0232,15.68,27.653,0.567,1.7636,2.6371,1.9824995964876053
180.9111111111111,480.9111111111111,394,719.748,22.293,21.621,2,0.509,83.44,77.42,89.26,6.92281,7.277422,349.78877,435.352689,2.038,97.962,0.0208,15.308,27.561,0.5554,1.8005,2.6252,1.94696001791815
240.9111111111111,540.911111111111,398,720.729,22.116,21.553,2,0.504,83.33,77.42,88.89,6.303126,9.580639,358.123095,445.366433,2.606,97.394,0.0268,15.259,27.301,0.5589,1.7891,2.6197,1.9355794786674339
300.9111111111111,600.911111111111,400,720.938,21.893,21.119,1,0.251,83.3,77.42,88.89,6.15435,10.941332,351.687032,441.26007,3.017,96.983,0.0311,14.952,27.112,0.5515,1.8133,2.6079,1.8528867299090557
360.9111111111111,660.911111111111,401,722.866,21.96,21.01,3,0.75,83.08,77.42,88.89,5.644327,10.623293,353.663031,441.666538,2.916,97.084,0.03,14.875,27.262,0.5456,1.8328,2.608,1.8912202627586931
420.9111111111111,720.911111111111,397,723.195,22.183,20.991,3,0.758,83.04,77.7,88.89,6.679312,10.101829,348.146831,435.160034,2.82,97.18,0.029,14.861,27.628,0.5379,1.859,2.6134,1.9511103687824207
480.9111111111111,780.911111111111,400,725.542,22.453,21.275,4,1.003,82.78,76.6,88.89,7.797924,7.999729,349.558219,435.312695,2.237,97.763,0.0229,15.062,27.953,0.5388,1.8558,2.6243,1.9907326596144517
540.9111111111112,840.9111111111112,400,724.799,22.351,20.771,3,0.752,82.86,76.6,88.89,7.745241,7.631442,352.223642,437.114174,2.121,97.879,0.0217,14.706,27.98,0.5256,1.9026,2.6143,1.9822410872229173
600.9111111111112,900.9111111111112,403,719.768,24.989,21.073,5,1.244,83.46,76.6,95.58,9.202204,9.258848,341.307246,426.91991,2.641,97.359,0.0271,14.919,32.036,0.4657,2.1473,2.6794,2.019194872623806
660.9111111111112,960.9111111111112,406,718.623,24.807,20.905,3,0.741,83.59,76.6,95.58,13.892781,10.013716,341.738139,435.266956,2.847,97.153,0.0293,14.8,31.808,0.4653,2.1492,2.6728,1.9186261901068449
720.9111111111112,1020.9111111111112,411,720.134,24.923,20.73,5,1.22,83.42,75.79,95.58,14.180879,11.154703,325.738687,417.818538,3.311,96.689,0.0342,14.676,32.045,0.458,2.1835,2.6724,2.026661573980343
780.9111111111112,1080.911111111111,415,712.55,26.029,20.248,5,1.208,84.32,75.79,95.58,18.681092,10.307245,322.36881,418.412517,3.098,96.902,0.032,14.335,33.905,0.4228,2.3652,2.6867,2.085107279215513
840.9111111111112,1140.911111111111,419,709.049,26.668,20.393,6,1.435,84.74,75.79,95.58,19.678547,8.917485,325.022526,420.263803,2.67,97.33,0.0274,14.437,34.841,0.4144,2.4133,2.7016,2.069161611060087
900.9111111111112,1200.911111111111,419,708.473,26.875,20.129,4,0.957,84.81,75.79,93.1,13.73511,9.359334,328.431708,417.993965,2.771,97.229,0.0285,14.251,35.235,0.4044,2.4725,2.7008,2.006014073125019
960.9111111111112,1260.911111111111,417,695.77,32.232,22.733,12,2.885,86.42,75.79,100.0,23.511587,16.495815,336.038062,442.470052,4.679,95.321,0.0491,16.094,42.648,0.3774,2.6499,2.8366,1.6159493303813806
1020.9111111111112,1320.911111111111,419,679.773,30.79,22.697,12,2.871,88.45,79.7,101.41,16.845937,17.88334,319.774777,417.055995,5.296,94.704,0.0559,16.069,40.47,0.397,2.5186,2.8131,1.580185369596663
1080.911111111111,1380.911111111111,421,672.222,31.139,23.534,15,3.571,89.45,79.7,101.41,16.796412,39.667315,316.555801,435.858227,11.136,88.864,0.1253,16.661,40.764,0.4087,2.4467,2.832,1.579326148348567
1140.911111111111,1440.911111111111,427,662.119,27.941,23.026,14,3.286,90.78,81.2,101.41,13.199863,36.812073,301.751131,412.011213,10.873,89.127,0.122,16.301,35.996,0.4529,2.2082,2.7685,1.521509118698959
1200.911111111111,1500.911111111111,430,657.19,23.203,23.013,15,3.497,91.41,82.76,101.41,10.318013,26.745911,289.978855,385.862304,8.445,91.555,0.0922,16.292,28.485,0.572,1.7484,2.6666,1.9739084783552887
1260.911111111111,1560.911111111111,438,660.819,23.517,20.082,7,1.602,90.91,82.76,101.41,8.945612,25.977151,291.823055,386.658368,8.174,91.826,0.089,14.216,30.067,0.4728,2.115,2.6309,2.01447282049261
1320.911111111111,1620.911111111111,437,668.014,25.129,19.853,6,1.376,89.95,81.82,100.47,8.966555,8.634767,282.465674,361.38448,2.966,97.034,0.0306,14.054,32.641,0.4306,2.3225,2.6616,2.0559535603726222
1380.911111111111,1680.911111111111,436,673.477,24.743,18.855,3,0.69,89.21,81.82,98.63,9.117658,7.912258,292.567132,371.120999,2.633,97.367,0.027,13.348,32.346,0.4127,2.4233,2.6352,2.074069997877925
1440.911111111111,1740.911111111111,427,677.895,22.762,19.227,3,0.704,88.61,81.82,98.63,9.634763,8.908432,300.399619,383.2938,2.88,97.12,0.0297,13.611,29.172,0.4666,2.1432,2.5989,2.1568584272757048
1500.911111111111,1800.911111111111,426,683.451,23.455,19.161,3,0.706,87.89,80.9,97.3,14.06286,10.778309,310.992562,405.233686,3.35,96.65,0.0347,13.565,30.27,0.4481,2.2315,2.6134,2.2121781270032774
