rr_ms,time_s
836.1111111111111,0.6069444444444444
847.2222222222222,1.448611111111111
850.0,2.297222222222222
844.4444444444445,3.1444444444444444
841.6666666666666,3.9875
811.1111111111111,4.813888888888889
822.2222222222222,5.6305555555555555
833.3333333333334,6.458333333333333
808.3333333333334,7.279166666666667
800.0,8.083333333333334
861.1111111111111,8.91388888888889
861.1111111111111,9.775
844.4444444444445,10.627777777777778
844.4444444444445,11.472222222222221
827.7777777777778,12.308333333333334
841.6666666666666,13.143055555555556
800.0,13.963888888888889
813.8888888888889,14.770833333333334
827.7777777777778,15.591666666666667
819.4444444444445,16.415277777777778
816.6666666666666,17.233333333333334
813.8888888888889,18.04861111111111
791.6666666666666,18.851388888888888
794.4444444444445,19.644444444444446
808.3333333333334,20.445833333333333
797.2222222222222,21.24861111111111
802.7777777777778,22.04861111111111
822.2222222222222,22.86111111111111
794.4444444444445,23.669444444444444
838.8888888888889,24.48611111111111
833.3333333333334,25.322222222222223
830.5555555555555,26.154166666666665
861.1111111111111,27.0
841.6666666666666,27.851388888888888
838.8888888888889,28.691666666666666
858.3333333333334,29.540277777777778
844.4444444444445,32.041666666666664
844.4444444444445,32.88611111111111
841.6666666666666,33.729166666666664
836.1111111111111,34.56805555555555
841.6666666666666,35.40694444444444
836.1111111111111,36.24583333333333
827.7777777777778,37.077777777777776
813.8888888888889,37.89861111111111
780.5555555555555,38.69583333333333
800.0,39.486111111111114
775.0,40.27361111111111
772.2222222222222,41.047222222222224
813.8888888888889,41.84027777777778
800.0,42.647222222222226
811.1111111111111,43.452777777777776
836.1111111111111,44.27638888888889
841.6666666666666,45.11527777777778
855.5555555555555,45.96388888888889
847.2222222222222,46.81527777777778
852.7777777777778,47.665277777777774
858.3333333333334,48.520833333333336
863.8888888888889,49.38194444444444
861.1111111111111,50.24444444444445
847.2222222222222,51.09861111111111
850.0,51.94722222222222
841.6666666666666,52.793055555555554
838.8888888888889,53.63333333333333
838.8888888888889,54.47222222222222
816.6666666666666,55.3
847.2222222222222,56.13194444444444
819.4444444444445,56.96527777777778
838.8888888888889,57.794444444444444
861.1111111111111,58.644444444444446
830.5555555555555,59.49027777777778
838.8888888888889,60.325
855.5555555555555,61.172222222222224
827.7777777777778,62.013888888888886
841.6666666666666,62.84861111111111
830.5555555555555,63.68472222222222
825.0,64.5125
816.6666666666666,65.33333333333333
836.1111111111111,66.15972222222223
844.4444444444445,67.0
816.6666666666666,67.83055555555555
825.0,68.65138888888889
850.0,69.4888888888889
844.4444444444445,70.33611111111111
838.8888888888889,71.17777777777778
841.6666666666666,72.01805555555555
825.0,72.85138888888889
830.5555555555555,73.67916666666666
838.8888888888889,74.51388888888889
838.8888888888889,75.35277777777777
825.0,76.18472222222222
827.7777777777778,77.0111111111111
844.4444444444445,77.84722222222223
811.1111111111111,78.675
827.7777777777778,79.49444444444444
813.8888888888889,80.31527777777778
805.5555555555555,81.125
827.7777777777778,81.94166666666666
830.5555555555555,82.77083333333333
813.8888888888889,83.59305555555555
825.0,84.4125
813.8888888888889,85.23194444444445
808.3333333333334,86.04305555555555
808.3333333333334,86.85138888888889
811.1111111111111,87.66111111111111
783.3333333333334,88.45833333333333
794.4444444444445,89.24722222222222
800.0,90.04444444444445
805.5555555555555,90.84722222222223
808.3333333333334,91.65416666666667
800.0,92.45833333333333
852.7777777777778,94.8236111111111
800.0,95.65
794.4444444444445,96.44722222222222
797.2222222222222,97.24305555555556
813.8888888888889,99.5736111111111
788.8888888888889,100.375
794.4444444444445,101.16666666666667
777.7777777777778,101.95277777777778
800.0,102.74166666666666
800.0,103.54166666666667
797.2222222222222,104.34027777777777
822.2222222222222,108.32777777777778
783.3333333333334,109.13055555555556
791.6666666666666,109.91805555555555
780.5555555555555,110.70416666666667
805.5555555555555,111.49722222222222
830.5555555555555,113.8236111111111
797.2222222222222,114.6375
816.6666666666666,115.44444444444444
808.3333333333334,116.25694444444444
800.0,117.06111111111112
822.2222222222222,117.87222222222222
816.6666666666666,118.69166666666666
830.5555555555555,119.51527777777778
827.7777777777778,120.34444444444445
813.8888888888889,121.16527777777777
819.4444444444445,121.98194444444445
802.7777777777778,122.79305555555555
811.1111111111111,123.6
813.8888888888889,124.4125
822.2222222222222,125.23055555555555
808.3333333333334,126.04583333333333
800.0,126.85
836.1111111111111,127.66805555555555
816.6666666666666,128.49444444444444
802.7777777777778,129.30416666666667
825.0,130.11805555555554
813.8888888888889,130.9375
788.8888888888889,131.73888888888888
813.8888888888889,132.5402777777778
794.4444444444445,133.34444444444443
783.3333333333334,134.13333333333333
791.6666666666666,134.92083333333332
822.2222222222222,135.7277777777778
791.6666666666666,136.53472222222223
816.6666666666666,137.3388888888889
811.1111111111111,138.15277777777777
822.2222222222222,138.96944444444443
827.7777777777778,139.79444444444445
836.1111111111111,140.6263888888889
844.4444444444445,141.46666666666667
833.3333333333334,142.30555555555554
841.6666666666666,143.14305555555555
850.0,143.98888888888888
844.4444444444445,144.8361111111111
825.0,145.67083333333332
847.2222222222222,146.50694444444446
850.0,147.35555555555555
838.8888888888889,148.2
852.7777777777778,149.04583333333332
852.7777777777778,149.8986111111111
841.6666666666666,150.74583333333334
855.5555555555555,151.59444444444443
855.5555555555555,152.45
833.3333333333334,153.29444444444445
841.6666666666666,154.13194444444446
863.8888888888889,154.98472222222222
838.8888888888889,155.8361111111111
838.8888888888889,156.675
858.3333333333334,157.5236111111111
819.4444444444445,158.3625
836.1111111111111,159.19027777777777
830.5555555555555,160.0236111111111
813.8888888888889,160.84583333333333
830.5555555555555,161.66805555555555
797.2222222222222,162.48194444444445
822.2222222222222,163.29166666666666
819.4444444444445,164.1125
816.6666666666666,164.93055555555554
819.4444444444445,165.7486111111111
816.6666666666666,166.56666666666666
791.6666666666666,167.37083333333334
805.5555555555555,168.16944444444445
816.6666666666666,170.50277777777777
822.2222222222222,171.32222222222222
791.6666666666666,172.12916666666666
805.5555555555555,172.92777777777778
813.8888888888889,173.7375
788.8888888888889,174.5388888888889
813.8888888888889,175.34027777777777
808.3333333333334,176.1513888888889
808.3333333333334,176.9597222222222
813.8888888888889,177.77083333333334
822.2222222222222,178.5888888888889
894.4444444444445,180.875
830.5555555555555,181.7375
819.4444444444445,182.5625
805.5555555555555,183.375
794.4444444444445,184.175
833.3333333333334,184.98888888888888
808.3333333333334,185.80972222222223
805.5555555555555,186.61666666666667
827.7777777777778,187.43333333333334
822.2222222222222,188.25833333333333
811.1111111111111,189.075
844.4444444444445,189.90277777777777
844.4444444444445,190.74722222222223
894.4444444444445,193.15555555555557
863.8888888888889,194.03472222222223
863.8888888888889,194.8986111111111
819.4444444444445,195.74027777777778
830.5555555555555,196.56527777777777
819.4444444444445,197.39027777777778
825.0,198.2125
891.6666666666666,202.4375
863.8888888888889,203.31527777777777
875.0,204.18472222222223
850.0,205.04722222222222
827.7777777777778,205.88611111111112
855.5555555555555,206.7277777777778
836.1111111111111,207.57361111111112
811.1111111111111,208.3972222222222
805.5555555555555,209.20555555555555
833.3333333333334,210.025
827.7777777777778,210.85555555555555
830.5555555555555,211.68472222222223
836.1111111111111,212.51805555555555
833.3333333333334,213.3527777777778
830.5555555555555,214.18472222222223
841.6666666666666,215.02083333333334
844.4444444444445,215.86388888888888
830.5555555555555,216.70138888888889
830.5555555555555,217.53194444444443
855.5555555555555,218.375
850.0,219.2277777777778
838.8888888888889,220.07222222222222
841.6666666666666,220.9125
833.3333333333334,221.75
838.8888888888889,222.5861111111111
863.8888888888889,223.4375
838.8888888888889,225.94722222222222
847.2222222222222,226.7902777777778
816.6666666666666,227.62222222222223
816.6666666666666,228.4388888888889
