window_start_s,window_end_s,n_beats,mean_rr,sdnn,rmssd,nn50,pnn50,mean_hr,min_hr,max_hr,vlf_power,lf_power,hf_power,total_power,lf_nu,hf_nu,lf_hf_ratio,sd1,sd2,sd1_sd2_ratio,csi,cvi,sample_entropy
0.5611111111111111,300.56111111111113,298,784.955,65.763,76.216,80,26.936,76.9,41.54,92.31,315.037058,435.802747,2640.512887,3894.053668,14.166,85.834,0.165,53.984,75.732,0.7128,1.4029,3.6115,1.7962237623567405
60.56111111111111,360.56111111111113,280,783.978,66.699,77.759,78,27.957,77.01,41.54,92.31,319.399541,646.02994,2884.002924,4313.480253,18.301,81.699,0.224,55.083,76.574,0.7193,1.3902,3.6251,1.7238482636118446
120.56111111111112,420.56111111111113,278,795.074,55.712,49.242,76,27.437,75.84,62.07,92.31,312.71473,481.188041,1204.063147,2513.227968,28.553,71.447,0.3996,34.882,70.646,0.4938,2.0253,3.3917,1.7439688053917066
180.5611111111111,480.56111111111113,281,795.117,57.437,49.068,79,28.214,75.86,62.07,92.31,340.38488,523.236247,1219.571489,2667.827921,30.023,69.977,0.429,34.758,73.416,0.4734,2.1122,3.4068,1.791759469228055
240.5611111111111,540.5611111111111,285,796.862,54.396,48.226,74,26.056,75.65,62.07,90.38,387.513585,496.192165,1250.037923,2751.158937,28.415,71.585,0.3969,34.161,68.926,0.4956,2.0177,3.3719,2.1011343662910957
300.56111111111113,600.5611111111111,292,786.882,58.31,48.483,80,27.491,76.67,62.07,93.91,404.793242,465.378736,1309.832801,2850.554359,26.215,73.785,0.3553,34.342,74.971,0.4581,2.1831,3.4107,1.7985116893453417
360.56111111111113,660.5611111111111,295,792.298,76.47,85.27,84,28.571,76.29,36.73,93.91,373.705583,410.867027,1381.679236,2781.987779,22.921,77.079,0.2974,60.397,89.708,0.6733,1.4853,3.7339,1.6258916657130429
420.56111111111113,720.5611111111111,291,788.24,75.727,85.426,86,29.655,76.67,36.73,93.91,351.384689,1074.39371,4514.258269,6867.142982,19.225,80.775,0.238,60.509,88.362,0.6848,1.4603,3.7281,1.725286711510653
480.56111111111113,780.5611111111111,299,793.395,74.719,83.549,82,27.517,76.16,36.73,93.91,292.587637,833.37362,3705.008757,5618.376842,18.363,81.637,0.2249,59.177,87.544,0.676,1.4794,3.7144,1.6953583518885862
540.5611111111111,840.5611111111111,289,798.385,74.074,84.248,83,28.819,75.66,36.73,93.91,269.946441,656.749736,3237.104115,4823.520419,16.866,83.134,0.2029,59.676,86.096,0.6931,1.4427,3.7108,1.5306811422942501
