window_start_s,window_end_s,n_beats,mean_rr,sdnn,rmssd,nn50,pnn50,mean_hr,min_hr,max_hr,vlf_power,lf_power,hf_power,total_power,lf_nu,hf_nu,lf_hf_ratio,sd1,sd2,sd1_sd2_ratio,csi,cvi,sample_entropy
0.9527777777777777,300.9527777777778,349,861.27,31.816,33.86,47,13.506,69.76,64.09,77.7,42.944383,44.85072,539.230157,723.099021,7.679,92.321,0.0832,23.977,38.074,0.6297,1.5879,2.9604,1.7528933031446106
60.952777777777776,360.9527777777778,349,860.522,31.781,33.668,45,12.931,69.82,64.09,77.7,37.095178,41.912976,555.707048,730.623488,7.013,92.987,0.0754,23.841,38.101,0.6257,1.5981,2.9582,1.8301203371005013
120.95277777777778,420.9527777777778,350,858.175,30.709,33.796,43,12.321,70.01,64.86,77.7,33.767513,38.465603,562.43386,729.227392,6.401,93.599,0.0684,23.931,36.24,0.6604,1.5143,2.9382,1.7926409148558606
180.95277777777778,480.9527777777778,349,858.803,30.055,32.648,41,11.782,69.95,64.86,77.7,20.995545,34.867972,545.144279,690.574341,6.012,93.988,0.064,23.119,35.668,0.6482,1.5428,2.9162,1.71152203854738
240.95277777777778,540.9527777777778,346,861.545,28.995,34.084,43,12.464,69.72,64.48,76.06,8.640261,32.29284,536.205607,664.916691,5.68,94.32,0.0602,24.136,33.149,0.7281,1.3734,2.9031,1.8894688381503615
300.9527777777778,600.9527777777778,347,858.598,29.653,32.963,40,11.561,69.96,64.48,76.06,36.794403,37.265108,535.773413,711.910622,6.503,93.497,0.0696,23.342,34.839,0.67,1.4926,2.9102,1.760408939343979
360.9527777777778,660.9527777777778,347,857.237,31.578,34.056,42,12.139,70.09,61.19,77.7,49.193804,37.119595,524.899625,716.864456,6.605,93.395,0.0707,24.115,37.587,0.6416,1.5586,2.9573,1.7584557057538954
420.9527777777778,720.9527777777778,347,857.101,31.74,34.834,43,12.428,70.1,61.19,77.7,53.498076,85.899426,524.171963,768.57892,14.08,85.92,0.1639,24.666,37.503,0.6577,1.5204,2.9662,1.825185761787181
480.9527777777778,780.9527777777778,348,855.619,32.821,36.772,45,12.968,70.23,61.19,77.7,51.864773,90.517104,510.413611,761.699262,15.063,84.937,0.1773,26.039,38.424,0.6777,1.4756,3.0002,1.8023865618023411
540.9527777777778,840.9527777777778,349,857.291,33.012,36.966,49,14.08,70.09,61.19,77.7,29.752699,96.787014,546.625141,778.18708,15.043,84.957,0.1771,26.176,38.657,0.6771,1.4768,3.0051,1.8800837977333134
600.9527777777778,900.9527777777778,350,856.643,33.865,38.236,55,15.759,70.15,61.19,79.41,43.255732,105.267302,570.908642,830.792817,15.568,84.432,0.1844,27.076,39.505,0.6854,1.4591,3.0292,2.0051784706502698
660.9527777777778,960.9527777777778,350,856.548,32.644,36.958,53,15.186,70.15,63.91,79.41,33.190172,75.103362,587.993901,805.201354,11.326,88.674,0.1277,26.17,38.031,0.6881,1.4532,2.9979,1.9214829452563564
720.9527777777778,1020.9527777777778,352,853.133,32.266,36.291,51,14.53,70.43,63.91,79.41,44.577248,59.77466,580.249417,798.795873,9.339,90.661,0.103,25.698,37.707,0.6815,1.4673,2.9863,1.7990989517161007
780.9527777777778,1080.9527777777778,351,855.184,31.518,34.493,52,14.857,70.26,63.91,79.41,51.229022,44.009916,524.163774,729.050415,7.746,92.254,0.084,24.425,37.286,0.6551,1.5266,2.9594,1.8092956823357835
840.9527777777778,1140.9527777777778,350,857.587,31.799,33.564,50,14.327,70.06,63.53,79.41,39.207277,40.117466,500.434923,682.352063,7.422,92.578,0.0802,23.767,38.176,0.6226,1.6062,2.9578,1.8141067679200515
900.9527777777778,1200.9527777777778,346,866.048,31.58,32.262,46,13.333,69.37,63.53,76.6,38.818669,44.011504,491.487531,684.795484,8.219,91.781,0.0895,22.846,38.376,0.5953,1.6798,2.9429,1.7871447863733827
960.9527777777778,1260.9527777777778,345,870.032,30.694,31.461,42,12.209,69.05,63.53,76.6,29.056616,40.752976,502.369443,684.199669,7.503,92.497,0.0811,22.279,37.254,0.598,1.6722,2.9191,1.7990190292408592
1020.9527777777778,1320.9527777777778,345,868.792,32.231,31.405,43,12.5,69.16,63.53,77.14,40.578427,46.324396,491.981296,690.083944,8.606,91.394,0.0942,22.238,39.789,0.5589,1.7892,2.9469,1.8196497232098876
1080.9527777777778,1380.9527777777778,348,860.736,37.254,32.26,45,12.968,69.84,63.53,80.9,49.321411,53.5923,508.186201,721.352245,9.54,90.46,0.1055,22.843,47.476,0.4811,2.0784,3.0352,1.8328691921347002
1140.9527777777778,1440.9527777777778,355,844.546,43.483,32.327,44,12.429,71.23,63.72,80.9,71.328892,67.87316,504.212248,771.266733,11.864,88.136,0.1346,22.891,57.075,0.4011,2.4933,3.1161,1.580450375560848
1200.9527777777778,1500.9527777777778,359,834.718,38.989,31.484,39,10.894,72.04,63.72,80.9,92.177907,58.427691,479.322107,760.017009,10.865,89.135,0.1219,22.294,50.431,0.4421,2.2621,3.0509,1.9166853923968186
1260.9527777777778,1560.9527777777778,361,830.009,35.641,31.784,42,11.667,72.42,64.86,80.9,80.74574,60.207788,490.051262,758.351901,10.942,89.058,0.1229,22.505,45.1,0.499,2.004,3.0065,1.8155959173825662
1320.9527777777778,1620.9527777777778,362,829.374,34.921,32.288,42,11.634,72.47,66.06,80.9,66.614608,62.875503,491.189411,744.03248,11.348,88.652,0.128,22.863,43.774,0.5223,1.9147,3.0003,1.7072842335927267
1380.9527777777778,1680.9527777777778,363,827.701,34.149,31.145,36,9.945,72.61,66.06,80.9,55.913113,40.995291,476.761816,686.208711,7.918,92.082,0.086,22.053,42.964,0.5133,1.9482,2.9766,1.72010348032162
1440.9527777777778,1740.9527777777778,360,834.182,32.912,31.231,38,10.585,72.04,65.85,81.82,58.440874,38.969456,524.926162,738.157625,6.911,93.089,0.0742,22.115,40.956,0.54,1.852,2.957,1.7991395765256777
1500.9527777777778,1800.9527777777778,364,824.794,39.689,37.138,46,12.672,72.92,65.85,87.45,95.67958,43.850171,504.55047,756.432362,7.996,92.004,0.0869,26.297,49.588,0.5303,1.8857,3.1153,1.8687205103641833
