window_start_s,window_end_s,n_beats,mean_rr,sdnn,rmssd,nn50,pnn50,mean_hr,min_hr,max_hr,vlf_power,lf_power,hf_power,total_power,lf_nu,hf_nu,lf_hf_ratio,sd1,sd2,sd1_sd2_ratio,csi,cvi,sample_entropy
0.6305555555555555,300.63055555555553,417,693.452,33.031,23.624,9,2.163,86.73,76.87,102.86,81.143208,16.644504,384.997929,569.931545,4.144,95.856,0.0432,16.724,43.616,0.3834,2.6079,2.863,1.660899731946337
60.63055555555555,360.63055555555553,418,699.741,29.359,24.381,11,2.638,85.9,76.87,97.3,66.82987,16.237978,369.007372,541.294944,4.215,95.785,0.044,17.261,37.762,0.4571,2.1877,2.8141,1.673806119341506
120.63055555555556,420.6305555555556,422,699.717,29.535,24.479,13,3.088,85.9,76.87,97.3,112.724322,13.976276,378.080639,605.382506,3.565,96.435,0.037,17.33,38.004,0.456,2.193,2.8186,1.686501260593695
180.63055555555556,480.6305555555556,419,701.989,29.737,24.633,14,3.349,85.63,76.87,97.3,117.802201,15.412458,394.990552,634.330518,3.755,96.245,0.039,17.439,38.268,0.4557,2.1944,2.8244,1.6494854135633759
240.63055555555556,540.6305555555556,414,703.63,30.889,25.278,16,3.874,85.44,76.87,97.3,106.924531,14.063763,386.486605,606.303868,3.511,96.489,0.0364,17.895,39.85,0.4491,2.2268,2.8532,1.6948484215149016
300.63055555555553,600.6305555555555,414,707.495,30.504,25.32,13,3.148,84.97,76.33,97.3,97.007407,13.624648,406.262146,610.067218,3.245,96.755,0.0335,17.926,39.239,0.4568,2.189,2.8472,1.7282371345755487
360.63055555555553,660.6305555555555,404,714.116,25.922,25.533,15,3.722,84.13,76.33,92.31,24.17645,10.384929,416.472317,525.74129,2.433,97.567,0.0249,18.077,31.892,0.5668,1.7642,2.7608,2.0808772921059404
420.63055555555553,720.6305555555555,400,718.264,25.434,25.634,16,4.01,83.64,76.33,91.14,23.595954,8.896896,412.996913,522.046714,2.109,97.891,0.0215,18.148,31.054,0.5844,1.7111,2.751,2.154494445396335
480.63055555555553,780.6305555555555,403,720.278,25.009,25.614,18,4.478,83.4,76.33,90.76,16.323975,8.522473,431.283082,535.545411,1.938,98.062,0.0198,18.134,30.365,0.5972,1.6744,2.7409,2.246617332665796
540.6305555555556,840.6305555555556,408,722.263,23.765,25.036,20,4.914,83.16,76.33,90.0,7.413742,7.069227,394.422041,481.104399,1.761,98.239,0.0179,17.725,28.555,0.6207,1.611,2.7043,2.1388399217730263
600.6305555555556,900.6305555555556,406,722.489,23.588,24.954,22,5.432,83.13,76.6,89.26,4.345075,6.925443,396.932471,480.197836,1.715,98.285,0.0174,17.667,28.296,0.6244,1.6016,2.6989,2.1194711431316886
660.6305555555556,960.6305555555556,408,721.378,23.705,24.711,20,4.914,83.26,76.6,90.38,6.457369,10.257247,397.677199,490.666609,2.514,97.486,0.0258,17.495,28.597,0.6118,1.6346,2.6992,2.0131921561386354
720.6305555555556,1020.6305555555556,410,721.091,24.166,24.76,17,4.156,83.3,76.6,90.38,8.56155,9.068963,405.336881,501.029779,2.188,97.812,0.0224,17.529,29.338,0.5975,1.6736,2.7112,1.9793041558707034
