window_start_s,window_end_s,n_beats,mean_rr,sdnn,rmssd,nn50,pnn50,mean_hr,min_hr,max_hr,vlf_power,lf_power,hf_power,total_power,lf_nu,hf_nu,lf_hf_ratio,sd1,sd2,sd1_sd2_ratio,csi,cvi,sample_entropy
1.1708333333333334,301.17083333333335,374,759.046,14.812,16.554,0,0.0,79.08,75.26,83.4,9.563011,26.097259,38.744907,84.284471,40.247,59.753,0.6736,11.721,17.361,0.6752,1.4811,2.3085,1.6854396058530485
61.170833333333334,361.17083333333335,372,757.251,15.248,17.007,0,0.0,79.27,74.74,83.4,16.188097,41.124408,41.502855,118.338629,49.771,50.229,0.9909,12.042,17.888,0.6732,1.4855,2.3333,1.7493639102603695
121.17083333333333,421.17083333333335,368,753.978,14.828,17.187,0,0.0,79.61,74.74,83.4,19.087309,37.172717,49.51969,125.33788,42.879,57.121,0.7507,12.17,17.078,0.7126,1.4033,2.3177,1.8139826060127653
181.17083333333332,481.17083333333335,365,749.231,15.992,17.193,0,0.0,80.12,74.74,85.71,20.266368,38.948854,60.318765,142.468178,39.236,60.764,0.6457,12.174,19.061,0.6387,1.5658,2.3656,1.8707760095462793
241.17083333333332,541.1708333333333,353,747.946,16.88,17.67,0,0.0,80.26,74.74,85.71,21.873124,53.466847,68.467563,171.869524,43.849,56.151,0.7809,12.513,20.329,0.6155,1.6247,2.4055,1.853200750951046
301.17083333333335,601.1708333333333,344,745.946,16.365,17.665,0,0.0,80.47,74.74,85.71,26.607686,29.667166,64.647456,140.699658,31.456,68.544,0.4589,12.509,19.472,0.6424,1.5566,2.3866,1.7637202491636619
361.17083333333335,661.1708333333333,328,748.772,20.357,18.5,0,0.0,80.19,73.47,85.71,50.448811,64.167444,64.063623,220.56913,50.04,49.96,1.0016,13.102,25.636,0.5111,1.9567,2.5262,1.8739666799111645
421.17083333333335,721.1708333333333,326,752.292,22.206,18.347,0,0.0,79.82,73.47,85.71,70.342933,81.64152,64.622676,271.905201,55.818,44.182,1.2634,12.993,28.59,0.4545,2.2003,2.5699,1.9290375878541863
481.17083333333335,781.1708333333333,323,762.668,23.544,18.338,0,0.0,78.75,73.47,83.72,86.417034,93.141728,66.933522,316.965204,58.186,41.814,1.3916,12.987,30.658,0.4236,2.3606,2.6001,1.8985894928652414
541.1708333333333,841.1708333333333,324,769.873,21.198,18.009,0,0.0,77.99,73.47,83.72,98.711241,91.506142,66.11403,327.312329,58.055,41.945,1.3841,12.754,27.13,0.4701,2.1272,2.5391,1.8730224333068208
601.1708333333333,901.1708333333333,341,774.43,17.812,17.867,0,0.0,77.52,73.47,82.44,56.562075,77.456187,64.890899,240.131028,54.414,45.586,1.1936,12.653,21.781,0.5809,1.7215,2.4403,1.7981144611104323
661.1708333333333,961.1708333333333,354,773.682,16.428,17.004,0,0.0,77.59,73.47,82.44,38.304529,53.008772,62.016385,179.910467,46.085,53.915,0.8548,12.041,19.869,0.606,1.6501,2.3788,1.7482743572883161
