window_start_s,window_end_s,n_beats,mean_rr,sdnn,rmssd,nn50,pnn50,mean_hr,min_hr,max_hr,vlf_power,lf_power,hf_power,total_power,lf_nu,hf_nu,lf_hf_ratio,sd1,sd2,sd1_sd2_ratio,csi,cvi,sample_entropy
2.015277777777778,302.0152777777778,267,925.905,352.955,163.57,104,39.098,73.32,37.31,109.09,23676.674382,31971.821533,7329.305831,82639.284337,81.351,18.649,4.3622,115.865,485.52,0.2386,4.1904,4.7502,0.4158900507903494
62.015277777777776,362.0152777777778,267,862.505,331.541,142.695,95,35.714,77.83,37.63,109.09,22664.877208,15550.735474,4365.956158,57707.926289,78.079,21.921,3.5618,101.09,457.842,0.2208,4.529,4.6654,0.4354952729898233
122.01527777777778,422.0152777777778,281,788.424,274.629,131.245,91,32.5,82.54,37.63,109.09,18091.464255,10357.731737,3380.94908,43072.083247,75.391,24.609,3.0636,92.953,377.097,0.2465,4.0569,4.5447,0.4909503087324323
182.01527777777778,482.0152777777778,265,833.155,315.16,169.251,103,39.015,80.0,37.44,109.09,18801.480874,18329.774223,4967.744803,57994.942706,78.677,21.323,3.6898,119.905,429.271,0.2793,3.5801,4.7116,0.43852650101843194
242.01527777777778,542.0152777777778,268,809.629,292.881,170.672,102,38.202,81.13,35.88,109.09,16906.463626,34023.867719,7657.955816,75852.682602,81.628,18.372,4.4429,120.91,396.155,0.3052,3.2765,4.6803,0.4744927555510235
302.0152777777778,602.0152777777778,263,897.043,330.94,182.012,118,45.038,74.66,35.88,108.54,22867.940875,38375.298925,8795.936418,90115.259828,81.353,18.647,4.3628,128.933,449.909,0.2866,3.4895,4.7635,0.5002558736943927
362.0152777777778,662.0152777777778,260,943.75,338.765,207.128,124,47.876,71.05,35.88,100.47,24908.287094,45922.412773,10259.479663,104765.46591,81.739,18.261,4.4761,146.745,456.058,0.3218,3.1078,4.8256,0.5230113886005652
422.0152777777778,722.0152777777778,245,971.599,348.038,241.612,133,54.508,69.56,35.88,105.88,14406.294446,43496.533512,15966.255846,90656.746078,73.149,26.851,2.7243,171.185,461.472,0.371,2.6958,4.8976,0.68586685719182
482.0152777777778,782.0152777777778,257,913.867,332.893,220.088,133,51.953,73.33,35.88,105.88,19057.976904,27811.090085,12510.860666,79147.890756,68.973,31.027,2.223,155.909,444.216,0.351,2.8492,4.8405,0.6391856932419974
542.0152777777778,842.0152777777778,248,886.391,327.594,218.307,121,48.988,75.71,36.92,105.88,22659.156862,28651.842031,11476.100994,83281.882146,71.401,28.599,2.4967,154.678,436.703,0.3542,2.8233,4.8296,0.6091997661358372
602.0152777777778,902.0152777777778,280,767.837,278.746,197.485,115,41.219,85.43,39.56,113.68,20160.343937,28281.855537,10522.523725,78644.753157,72.883,27.117,2.6877,139.883,368.553,0.3795,2.6347,4.7123,0.5602042692061806
662.0152777777778,962.0152777777778,301,716.74,229.887,163.014,116,38.667,89.17,39.56,113.68,17080.800056,10501.161094,5967.409351,46501.281539,63.765,36.235,1.7598,115.452,303.919,0.3799,2.6324,4.5452,0.6652480058092934
722.0152777777778,1022.0152777777778,297,772.774,283.803,142.444,116,39.189,85.13,39.56,113.68,14322.563927,15456.924153,2840.484579,42781.832148,84.476,15.524,5.4417,100.893,388.469,0.2597,3.8503,4.5932,0.4973980054261667
782.0152777777778,1082.0152777777778,279,837.216,345.157,146.657,121,43.525,81.46,34.84,113.68,9351.54225,24664.052313,3374.400171,47180.085931,87.965,12.035,7.3092,103.866,476.947,0.2178,4.592,4.6949,0.3398435428740285
842.0152777777778,1142.0152777777778,267,916.864,390.862,136.618,131,49.248,76.55,34.39,113.68,9486.213706,22097.648636,3894.397249,44966.687276,85.017,14.983,5.6742,96.76,544.228,0.1778,5.6245,4.7215,0.3226369233080431
902.0152777777778,1202.0152777777778,218,1103.02,385.732,166.651,132,60.829,62.81,34.39,107.46,11850.931866,32170.983843,5212.864902,60916.101328,86.056,13.944,6.1715,118.089,532.573,0.2217,4.5099,4.7986,0.6370371386944901
962.0152777777778,1262.0152777777778,196,1306.746,271.577,176.988,134,68.718,49.03,34.39,96.43,8420.251239,30517.472992,5619.026176,54617.46049,84.451,15.549,5.4311,125.47,362.994,0.3457,2.8931,4.6584,1.2342558768968164
