window_start_s,window_end_s,n_beats,mean_rr,sdnn,rmssd,nn50,pnn50,mean_hr,min_hr,max_hr,vlf_power,lf_power,hf_power,total_power,lf_nu,hf_nu,lf_hf_ratio,sd1,sd2,sd1_sd2_ratio,csi,cvi,sample_entropy
0.8611111111111112,300.8611111111111,247,1207.175,116.766,112.783,161,65.447,50.18,39.85,63.34,1104.132205,4422.899913,3167.538029,10586.079055,58.269,41.731,1.3963,79.911,144.508,0.553,1.8084,4.0625,1.6798187091958998
60.861111111111114,360.8611111111111,246,1202.462,119.75,112.497,156,63.673,50.41,39.85,63.34,1263.69746,5808.376039,3200.351335,12608.047031,64.475,35.525,1.8149,79.71,149.42,0.5335,1.8745,4.0759,1.7056477774093228
120.86111111111111,420.8611111111111,247,1203.745,115.939,112.814,163,66.26,50.32,39.85,61.54,1131.573779,6072.006279,3019.403546,12341.48975,66.788,33.212,2.011,79.934,143.158,0.5584,1.791,4.0585,1.5470675817076425
180.86111111111111,480.8611111111111,251,1185.657,117.968,102.142,158,63.2,51.12,41.06,64.86,1224.574363,5134.945102,2337.289169,10746.642458,68.72,31.28,2.197,72.37,150.319,0.4814,2.0771,4.0366,1.5280698235194954
240.86111111111111,540.8611111111111,253,1180.061,117.362,95.49,150,59.524,51.37,41.06,64.86,1785.213253,5403.322865,2064.327194,11990.717319,72.356,27.644,2.6175,67.653,151.56,0.4464,2.2402,4.0109,1.5151272329628591
300.8611111111111,600.8611111111111,254,1169.663,126.221,92.246,144,56.917,51.91,39.63,65.06,2124.605777,5565.43943,1600.770708,12263.194989,77.662,22.338,3.4767,65.354,166.109,0.3934,2.5417,4.0357,1.55814461804655
360.8611111111111,660.8611111111111,255,1169.717,122.381,91.764,147,57.874,51.87,39.63,65.06,1844.501058,8043.096227,1613.027511,14597.508993,83.295,16.705,4.9863,65.014,160.397,0.4053,2.4671,4.0182,1.627166015727681
420.8611111111111,720.8611111111111,254,1176.455,123.106,93.322,150,59.289,51.58,39.63,65.06,1496.839251,8207.705218,1721.200625,13910.887725,82.665,17.335,4.7686,66.117,161.054,0.4105,2.4359,4.0273,1.5878960686593455
480.8611111111111,780.8611111111111,251,1184.086,118.729,94.716,151,60.4,51.2,39.63,65.06,1013.63757,6154.074141,2013.20238,10952.140125,75.35,24.65,3.0569,67.108,153.914,0.436,2.2935,4.0141,1.5696316620336805
540.8611111111111,840.8611111111111,249,1196.029,117.82,97.565,153,61.694,50.68,39.63,65.06,1638.096877,4926.964045,2065.929823,10637.523378,70.457,29.543,2.3849,69.126,151.608,0.456,2.1932,4.0204,1.7137979277583433
