window_start_s,window_end_s,n_beats,mean_rr,sdnn,rmssd,nn50,pnn50,mean_hr,min_hr,max_hr,vlf_power,lf_power,hf_power,total_power,lf_nu,hf_nu,lf_hf_ratio,sd1,sd2,sd1_sd2_ratio,csi,cvi,sample_entropy
0.7027777777777777,300.7027777777778,429,700.874,16.031,18.219,2,0.467,85.65,80.9,90.76,36.771856,18.636525,20.827277,94.123764,47.224,52.776,0.8948,12.898,18.644,0.6918,1.4456,2.3811,1.6879409739220441
60.702777777777776,360.7027777777778,428,700.863,16.303,17.958,0,0.0,85.65,80.9,90.38,43.364349,18.947658,21.3887,105.684099,46.974,53.026,0.8859,12.713,19.233,0.661,1.5128,2.3883,1.7610854620432401
120.70277777777778,420.7027777777778,427,702.29,16.419,17.922,0,0.0,85.48,80.9,90.38,46.106919,22.023162,21.138373,112.800418,51.025,48.975,1.0419,12.687,19.448,0.6524,1.5328,2.3922,1.7627117837878241
180.70277777777778,480.7027777777778,427,702.999,16.678,18.307,1,0.235,85.4,80.6,90.38,50.851165,24.45622,21.33407,122.961013,53.409,46.591,1.1463,12.96,19.707,0.6577,1.5205,2.4072,1.8381216441239256
240.70277777777778,540.7027777777778,426,704.597,17.664,17.581,1,0.235,85.21,79.7,90.38,39.072539,18.838527,20.284563,101.154233,48.152,51.848,0.9287,12.446,21.66,0.5746,1.7403,2.4307,1.8118665925271495
300.7027777777778,600.7027777777778,426,703.867,17.014,17.333,1,0.235,85.29,79.7,91.14,32.902435,21.44742,20.700978,90.741238,50.885,49.115,1.0361,12.271,20.697,0.5929,1.6867,2.4048,1.7682530215527137
360.7027777777778,660.7027777777778,427,703.383,16.332,16.936,1,0.235,85.35,79.7,91.14,26.479518,21.395206,19.835723,80.316632,51.891,48.109,1.0786,11.99,19.742,0.6073,1.6465,2.3742,1.7676619176489945
420.7027777777778,720.7027777777778,423,704.82,19.269,17.479,1,0.237,85.19,71.52,91.14,26.447209,22.562813,21.737087,83.139594,50.932,49.068,1.038,12.374,24.279,0.5097,1.9621,2.4777,1.785251311087496
480.7027777777778,780.7027777777778,423,701.576,20.026,17.535,0,0.0,85.59,71.52,91.14,84.827555,94.036207,28.163045,268.373421,76.953,23.047,3.339,12.414,25.456,0.4877,2.0506,2.4997,1.8248545268298313
540.7027777777778,840.7027777777778,428,693.685,19.441,17.432,0,0.0,86.56,71.52,91.91,73.263516,85.14258,27.389188,236.584174,75.661,24.339,3.1086,12.341,24.568,0.5023,1.9908,2.4817,1.7564011204268453
600.7027777777778,900.7027777777778,428,693.503,20.33,17.31,0,0.0,86.59,71.52,91.91,67.454178,70.241892,25.771021,204.574371,73.159,26.841,2.7256,12.254,26.008,0.4712,2.1224,2.5034,1.7949800839280974
