window_start_s,window_end_s,n_beats,mean_rr,sdnn,rmssd,nn50,pnn50,mean_hr,min_hr,max_hr,vlf_power,lf_power,hf_power,total_power,lf_nu,hf_nu,lf_hf_ratio,sd1,sd2,sd1_sd2_ratio,csi,cvi,sample_entropy
1.5152777777777777,301.5152777777778,230,662.621,163.357,146.007,160,69.869,96.65,42.19,178.51,4763.361569,10570.299066,5308.42008,25805.832156,66.569,33.431,1.9912,103.468,206.556,0.5009,1.9963,4.3298,1.7109981125835965
61.515277777777776,361.5152777777778,220,679.508,156.125,144.595,150,68.493,93.38,42.19,177.05,4360.051764,12260.067016,4950.458845,26258.262178,71.236,28.764,2.4766,102.473,195.575,0.524,1.9086,4.3019,1.5935645632778104
121.51527777777778,421.5152777777778,229,680.264,156.894,139.651,157,68.86,93.42,42.19,180.0,4056.109017,12921.803077,4977.813343,26892.766541,72.19,27.81,2.5959,98.962,198.59,0.4983,2.0067,4.2934,1.6003054288708278
181.51527777777778,481.5152777777778,221,689.279,154.579,137.3,149,67.727,92.01,42.19,180.0,4105.182598,12565.943181,4612.05893,26489.907044,73.151,26.849,2.7246,97.3,195.761,0.497,2.0119,4.2798,1.4872333515198395
241.51527777777778,541.5152777777778,213,694.849,140.897,121.39,141,66.509,90.81,50.7,180.0,4338.187238,11542.733535,2617.395557,23476.30038,81.516,18.484,4.41,86.036,179.727,0.4787,2.089,4.1893,1.5491181222005777
301.5152777777778,601.5152777777778,215,680.698,122.652,106.434,136,63.551,91.74,59.18,180.0,3337.006327,7996.314019,2425.42002,17033.658825,76.727,23.273,3.2969,75.434,156.195,0.4829,2.0706,4.0712,1.6854840404231513
361.5152777777778,661.5152777777778,222,674.6,123.955,111.801,140,63.348,92.54,53.6,180.0,2230.031891,5676.587197,2442.747671,12946.491916,69.914,30.086,2.3239,79.234,156.37,0.5067,1.9735,4.0931,1.7004096906398272
421.5152777777778,721.5152777777778,223,669.245,112.86,111.582,139,62.613,92.39,53.6,167.44,2263.213012,4760.250598,2083.916507,11802.326414,69.552,30.448,2.2843,79.078,138.642,0.5704,1.7532,4.0399,1.791759469228055
481.5152777777778,781.5152777777778,233,652.837,102.873,103.77,145,62.5,94.21,53.6,161.19,1909.837522,4762.281048,2042.054577,11110.431435,69.989,30.011,2.3321,73.534,125.533,0.5858,1.7071,3.9652,2.0237526358192475
541.5152777777778,841.5152777777778,236,618.291,113.976,110.599,145,61.702,100.72,53.6,181.51,1586.950522,4693.647395,2341.634188,10912.979514,66.716,33.284,2.0044,78.372,140.85,0.5564,1.7972,4.0429,2.0211335702929007
